49-2021;Radio, cellular, and tower equipment installers and repairs
49-2021;Radio, cellular, and tower equipment installers and repairs
49-2022;Telecommunications equipment installers and repairers, except line installers
49-2091;Avionics technicians
49-2092;Electric motor, power tool, and related repairers
49-2093;Electrical and electronics installers and repairers, transportation equipment
49-2094;Electrical and electronics repairers, commercial and industrial equipment
49-2095;Electrical and electronics repairers, powerhouse, substation, and relay
49-2096;Electronic equipment installers and repairers, motor vehicles
49-2097;Electronic home entertainment equipment installers and repairers
49-2098;Security and fire alarm systems installers
49-3011;Aircraft mechanics and service technicians
49-3021;Automotive body and related repairers
49-3022;Automotive glass installers and repairers
49-3023;Automotive service technicians and mechanics
49-3023;Automotive service technicians and mechanics
49-3023;Automotive service technicians and mechanics
49-3031;Bus and truck mechanics and diesel engine specialists
49-3041;Farm equipment mechanics and service technicians
49-3042;Mobile heavy equipment mechanics, except engines
49-3043;Rail car repairers
49-3051;Motorboat mechanics and service technicians
49-3052;Motorcycle mechanics
49-3053;Outdoor power equipment and other small engine mechanics
49-3091;Bicycle repairers
49-3092;Recreational vehicle service technicians
49-3093;Tire repairers and changers
49-9011;Mechanical door repairers
49-9012;Control and valve installers and repairers, except mechanical door
49-9021;Heating, air conditioning, and refrigeration mechanics and installers
49-9021;Heating, air conditioning, and refrigeration mechanics and installers
49-9021;Heating, air conditioning, and refrigeration mechanics and installers
49-9031;Home appliance repairers
49-9041;Industrial machinery mechanics
49-9043;Maintenance workers, machinery
49-9044;Millwrights
49-9045;Refractory materials repairers, except brickmasons
49-9051;Electrical power-line installers and repairers
49-9052;Telecommunications line installers and repairers
49-9061;Camera and photographic equipment repairers
49-9062;Medical equipment repairers
49-9063;Musical instrument repairers and tuners
49-9064;Watch repairers
49-9069;Precision instrument and equipment repairers, all other
49-9071;Maintenance and repair workers, general
49-9081;Wind turbine service technicians
49-9091;Coin, vending, and amusement machine servicers and repairers
49-9092;Commercial divers
49-9093;Fabric menders, except garment
49-9094;Locksmiths and safe repairers
49-9095;Manufactured building and mobile home installers
49-9096;Riggers
49-9097;Signal and track switch repairers
49-9098;Helpers--installation, maintenance, and repair workers
49-9099;Installation, maintenance, and repair workers, all other
49-9099;Installation, maintenance, and repair workers, all other
51-1011;First-line supervisors of production and operating workers
51-2011;Aircraft structure, surfaces, rigging, and systems assemblers
51-2021;Coil winders, tapers, and finishers
51-2022;Electrical and electronic equipment assemblers
51-2023;Electromechanical equipment assemblers
51-2031;Engine and other machine assemblers
51-2041;Structural metal fabricators and fitters
51-2091;Fiberglass laminators and fabricators
51-2092;Team assemblers
51-2093;Timing device assemblers and adjusters
51-2099;Assemblers and fabricators, all other
51-3011;Bakers
51-3021;Butchers and meat cutters
51-3022;Meat, poultry, and fish cutters and trimmers
51-3023;Slaughterers and meat packers
51-3091;Food and tobacco roasting, baking, and drying machine operators and tenders
51-3092;Food batchmakers
51-3093;Food cooking machine operators and tenders
51-3099;Food processing workers, all other
51-4011;Computer-controlled machine tool operators, metal and plastic
51-4012;Computer numerically controlled machine tool programmers, metal and plastic
51-4021;Extruding and drawing machine setters, operators, and tenders, metal and plastic
51-4022;Forging machine setters, operators, and tenders, metal and plastic
51-4023;Rolling machine setters, operators, and tenders, metal and plastic
51-4031;Cutting, punching, and press machine setters, operators, and tenders, metal and plastic
51-4032;Drilling and boring machine tool setters, operators, and tenders, metal and plastic
51-4033;Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic
51-4034;Lathe and turning machine tool setters, operators, and tenders, metal and plastic
51-4035;Milling and planing machine setters, operators, and tenders, metal and plastic
51-4041;Machinists
51-4051;Metal-refining furnace operators and tenders
51-4052;Pourers and casters, metal
51-4061;Model makers, metal and plastic
51-4062;Patternmakers, metal and plastic
51-4071;Foundry mold and coremakers
51-4072;Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic
51-4081;Multiple machine tool setters, operators, and tenders, metal and plastic
51-4111;Tool and die makers
51-4121;Welders, cutters, solderers, and brazers
51-4121;Welders, cutters, solderers, and brazers
51-4121;Welders, cutters, solderers, and brazers
51-4122;Welding, soldering, and brazing machine setters, operators, and tenders
51-4191;Heat treating equipment setters, operators, and tenders, metal and plastic
51-4192;Layout workers, metal and plastic
51-4193;Plating and coating machine setters, operators, and tenders, metal and plastic
51-4194;Tool grinders, filers, and sharpeners
51-4199;Metal workers and plastic workers, all other
51-5111;Prepress technicians and workers
51-5112;Printing press operators
51-5113;Print binding and finishing workers
51-6011;Laundry and dry-cleaning workers
51-6021;Pressers, textile, garment, and related materials
51-6031;Sewing machine operators
51-6041;Shoe and leather workers and repairers
51-6042;Shoe machine operators and tenders
51-6051;Sewers, hand
51-6052;Tailors, dressmakers, and custom sewers
51-6061;Textile bleaching and dyeing machine operators and tenders
51-6062;Textile cutting machine setters, operators, and tenders
51-6063;Textile knitting and weaving machine setters, operators, and tenders
51-6064;Textile winding, twisting, and drawing out machine setters, operators, and tenders
51-6091;Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers
51-6092;Fabric and apparel patternmakers
51-6093;Upholsterers
51-6099;Textile, apparel, and furnishings workers, all other
51-7011;Cabinetmakers and bench carpenters
51-7021;Furniture finishers
51-7031;Model makers, wood
51-7032;Patternmakers, wood
51-7041;Sawing machine setters, operators, and tenders, wood
51-7042;Woodworking machine setters, operators, and tenders, except sawing
51-7099;Woodworkers, all other
51-8011;Nuclear power reactor operators
51-8012;Power distributors and dispatchers
51-8013;Power plant operators
51-8021;Stationary engineers and boiler operators
51-8031;Water and wastewater treatment plant and system operators
51-8091;Chemical plant and system operators
51-8092;Gas plant operators
51-8093;Petroleum pump system operators, refinery operators, and gaugers
51-8099;Plant and system operators, all other
51-8099;Plant and system operators, all other
51-8099;Plant and system operators, all other
51-8099;Plant and system operators, all other
51-8099;Plant and system operators, all other
51-9011;Chemical equipment operators and tenders
51-9012;Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders
51-9021;Crushing, grinding, and polishing machine setters, operators, and tenders
51-9022;Grinding and polishing workers, hand
51-9023;Mixing and blending machine setters, operators, and tenders
51-9031;Cutters and trimmers, hand
51-9032;Cutting and slicing machine setters, operators, and tenders
51-9041;Extruding, forming, pressing, and compacting machine setters, operators, and tenders
51-9051;Furnace, kiln, oven, drier, and kettle operators and tenders
51-9061;Inspectors, testers, sorters, samplers, and weighers
51-9071;Jewelers and precious stone and metal workers
51-9071;Jewelers and precious stone and metal workers
51-9071;Jewelers and precious stone and metal workers
51-9071;Jewelers and precious stone and metal workers
51-9081;Dental laboratory technicians
51-9082;Medical appliance technicians
51-9083;Ophthalmic laboratory technicians
51-9111;Packaging and filling machine operators and tenders
51-9121;Coating, painting, and spraying machine setters, operators, and tenders
51-9122;Painters, transportation equipment
51-9123;Painting, coating, and decorating workers
51-9141;Semiconductor processors
51-9151;Photographic process workers and processing machine operators
51-9191;Adhesive bonding machine operators and tenders
51-9192;Cleaning, washing, and metal pickling equipment operators and tenders
51-9193;Cooling and freezing equipment operators and tenders
51-9194;Etchers and engravers
51-9195;Molders, shapers, and casters, except metal and plastic
51-9195;Molders, shapers, and casters, except metal and plastic
51-9195;Molders, shapers, and casters, except metal and plastic
51-9195;Molders, shapers, and casters, except metal and plastic
51-9195;Molders, shapers, and casters, except metal and plastic
51-9196;Paper goods machine setters, operators, and tenders
51-9197;Tire builders
51-9198;Helpers--production workers
51-9199;Production workers, all other
51-9199;Production workers, all other
53-1011;Aircraft cargo handling supervisors
53-1021;First-line supervisors of helpers, laborers, and material movers, hand
53-1021;First-line supervisors of helpers, laborers, and material movers, hand
53-1031;First-line supervisors of transportation and material-moving machine and vehicle operators
53-2011;Airline pilots, copilots, and flight engineers
53-2012;Commercial pilots
53-2021;Air traffic controllers
53-2022;Airfield operations specialists
53-2031;Flight attendants
53-3011;Ambulance drivers and attendants, except emergency medical technicians
53-3021;Bus drivers, transit and intercity
53-3022;Bus drivers, school or special client
53-3031;Driver/sales workers
53-3032;Heavy and tractor-trailer truck drivers
53-3033;Light truck or delivery services drivers
53-3041;Taxi drivers and chauffeurs
53-3099;Motor vehicle operators, all other
53-4011;Locomotive engineers
53-4012;Locomotive firers
53-4013;Rail yard engineers, dinkey operators, and hostlers
53-4021;Railroad brake, signal, and switch operators
53-4031;Railroad conductors and yardmasters
53-4041;Subway and streetcar operators
53-4099;Rail transportation workers, all other
53-5011;Sailors and marine oilers
53-5021;Captains, mates, and pilots of water vessels
53-5021;Captains, mates, and pilots of water vessels
53-5021;Captains, mates, and pilots of water vessels
53-5021;Captains, mates, and pilots of water vessels
53-5022;Motorboat operators
53-5031;Ship engineers
53-6011;Bridge and lock tenders
53-6021;Parking lot attendants
53-6031;Automotive and watercraft service attendants
53-6041;Traffic technicians
53-6051;Transportation inspectors
53-6051;Transportation inspectors
53-6051;Transportation inspectors
53-6051;Transportation inspectors
53-6061;Transportation attendants, except flight attendants
53-6099;Transportation workers, all other
53-7011;Conveyor operators and tenders
53-7021;Crane and tower operators
53-7031;Dredge operators
53-7032;Excavating and loading machine and dragline operators
53-7033;Loading machine operators, underground mining
53-7041;Hoist and winch operators
53-7051;Industrial truck and tractor operators
53-7061;Cleaners of vehicles and equipment
53-7062;Laborers and freight, stock, and material movers, hand
53-7063;Machine feeders and offbearers
53-7064;Packers and packagers, hand
53-7071;Gas compressor and gas pumping station operators
53-7072;Pump operators, except wellhead pumpers
53-7073;Wellhead pumpers
53-7081;Refuse and recyclable material collectors
53-7111;Mine shuttle car operators
53-7121;Tank car, truck, and ship loaders
53-7199;Material moving workers, all other
